season,week,home,win,Clemson_points,opp,opp_points,opp_games,games,opp_fourthDowns,opp_thirdDownConversions,opp_interceptionYards,opp_penaltyYards,opp_fumblesLost,opp_rushingTDs,opp_passesIntercepted,opp_puntReturns,opp_totalYards,opp_puntReturnTDs,opp_fourthDownConversions,opp_interceptionTDs,opp_rushingYards,opp_possessionTime,opp_puntReturnYards,opp_passCompletions,opp_interceptions,opp_thirdDowns,opp_turnovers,opp_firstDowns,opp_passingTDs,opp_penalties,opp_netPassingYards,opp_fumblesRecovered,opp_rushingAttempts,opp_passAttempts,netPassingYards,thirdDownConversions,possessionTime,passingTDs,fumblesRecovered,firstDowns,puntReturnTDs,totalYards,penalties,puntReturnYards,penaltyYards,passAttempts,passCompletions,turnovers,thirdDowns,rushingTDs,puntReturns,interceptions,rushingYards,fumblesLost,fourthDowns,rushingAttempts,fourthDownConversions,interceptionTDs,interceptionYards,passesIntercepted,opp_kickReturnTDs,opp_kickReturns,opp_kickReturnYards,kickReturnYards,kickReturnTDs,kickReturns,opp_tacklesForLoss,opp_sacks,tacklesForLoss,sacks
2023,11,True,True,42,Georgia Tech,21,13,9.0,23.0,72.0,167.0,582.0,4.0,24.0,15.0,12.0,5520.0,0.0,12.0,0.0,2649.0,22348.0,121.0,231.0,17.0,167.0,21.0,289.0,27.0,67.0,2871.0,10.0,492.0,379.0,2181.0,54.0,16924.0,15.0,7.0,208.0,0.0,3618.0,39.0,169.0,346.0,335.0,213.0,17.0,131.0,16.0,18.0,6.0,1437.0,11.0,15.0,340.0,6.0,3.0,183.0,8.0,0.0,24.0,510.0,175.0,0.0,9.0,57.0,22.0,62.0,20.0
2023,12,True,True,31,North Carolina,20,13,10.0,20.0,92.0,64.0,862.0,6.0,28.0,12.0,9.0,6386.0,1.0,9.0,0.0,2505.0,22320.0,114.0,292.0,11.0,189.0,17.0,319.0,26.0,93.0,3881.0,10.0,498.0,460.0,2386.0,61.0,19136.0,19.0,7.0,232.0,0.0,4083.0,45.0,176.0,415.0,372.0,236.0,18.0,147.0,17.0,20.0,7.0,1697.0,11.0,21.0,384.0,10.0,4.0,233.0,12.0,0.0,14.0,257.0,175.0,0.0,9.0,73.0,28.0,73.0,24.0
2023,13,False,True,16,South Carolina,7,12,11.0,24.0,54.0,129.0,661.0,5.0,17.0,10.0,15.0,4357.0,1.0,9.0,1.0,1021.0,20375.0,112.0,283.0,8.0,161.0,13.0,217.0,21.0,85.0,3336.0,7.0,369.0,412.0,2605.0,67.0,21427.0,20.0,8.0,257.0,0.0,4549.0,52.0,178.0,473.0,406.0,257.0,20.0,166.0,20.0,21.0,7.0,1944.0,13.0,25.0,439.0,12.0,4.0,239.0,13.0,0.0,20.0,352.0,175.0,0.0,9.0,55.0,22.0,78.0,28.0
2024,2,True,True,66,App State,20,12,1.0,22.0,62.0,21.0,627.0,6.0,13.0,4.0,6.0,4733.0,1.0,13.0,0.0,1731.0,19872.0,99.0,218.0,16.0,145.0,22.0,263.0,23.0,66.0,3002.0,9.0,384.0,392.0,142.0,4.0,1638.0,0.0,0.0,13.0,,189.0,3.0,,15.0,29.0,18.0,1.0,13.0,0.0,,1.0,47.0,0.0,1.0,22.0,0.0,,,,0.0,25.0,500.0,19.0,0.0,1.0,47.0,23.0,5.0,1.0
2024,4,True,True,59,NC State,35,13,2.0,16.0,53.0,166.0,585.0,10.0,21.0,8.0,10.0,4487.0,0.0,9.0,2.0,1694.0,22758.0,82.0,236.0,12.0,143.0,22.0,242.0,18.0,62.0,2793.0,10.0,385.0,365.0,602.0,10.0,3536.0,5.0,1.0,41.0,0.0,901.0,11.0,44.0,100.0,68.0,50.0,2.0,25.0,4.0,6.0,1.0,299.0,1.0,4.0,56.0,1.0,0.0,0.0,2.0,0.0,17.0,478.0,54.0,0.0,3.0,81.0,23.0,10.0,2.0
2024,5,True,True,40,Stanford,14,12,3.0,41.0,56.0,168.0,588.0,5.0,11.0,9.0,15.0,3901.0,1.0,23.0,1.0,1606.0,22812.0,166.0,224.0,17.0,162.0,22.0,222.0,18.0,65.0,2295.0,7.0,435.0,370.0,856.0,13.0,5145.0,8.0,3.0,65.0,0.0,1424.0,17.0,65.0,175.0,102.0,71.0,2.0,35.0,8.0,7.0,1.0,568.0,1.0,4.0,89.0,1.0,1.0,53.0,3.0,0.0,15.0,245.0,54.0,0.0,3.0,63.0,25.0,18.0,4.0
2024,6,False,True,29,Florida State,13,12,4.0,32.0,46.0,69.0,575.0,9.0,8.0,4.0,14.0,3253.0,0.0,20.0,0.0,1089.0,19572.0,33.0,179.0,13.0,160.0,22.0,182.0,11.0,67.0,2164.0,2.0,377.0,355.0,1111.0,18.0,6718.0,12.0,3.0,83.0,0.0,1829.0,20.0,77.0,210.0,133.0,86.0,3.0,47.0,9.0,8.0,2.0,718.0,1.0,4.0,119.0,1.0,1.0,53.0,6.0,1.0,25.0,541.0,120.0,0.0,6.0,69.0,24.0,28.0,8.0
2024,7,False,True,49,Wake Forest,14,12,5.0,25.0,67.0,70.0,551.0,8.0,18.0,11.0,15.0,4458.0,1.0,16.0,0.0,1577.0,20774.0,247.0,248.0,13.0,171.0,21.0,261.0,17.0,61.0,2881.0,6.0,437.0,403.0,1346.0,24.0,8591.0,14.0,3.0,111.0,0.0,2329.0,23.0,114.0,240.0,167.0,105.0,3.0,62.0,9.0,10.0,2.0,983.0,1.0,4.0,159.0,1.0,1.0,62.0,7.0,1.0,18.0,377.0,120.0,0.0,6.0,59.0,20.0,34.0,10.0
2024,8,True,True,48,Virginia,31,12,6.0,29.0,62.0,80.0,544.0,5.0,14.0,9.0,19.0,4342.0,0.0,15.0,0.0,1594.0,21526.0,120.0,246.0,14.0,182.0,19.0,232.0,16.0,62.0,2748.0,6.0,431.0,401.0,1689.0,31.0,10780.0,18.0,3.0,148.0,0.0,2900.0,28.0,114.0,282.0,210.0,138.0,3.0,73.0,12.0,10.0,2.0,1211.0,1.0,5.0,199.0,2.0,1.0,74.0,9.0,0.0,19.0,324.0,120.0,0.0,6.0,57.0,21.0,41.0,13.0
2024,10,True,False,21,Louisville,33,13,7.0,20.0,56.0,62.0,599.0,4.0,27.0,9.0,29.0,5514.0,0.0,8.0,0.0,2245.0,21567.0,162.0,255.0,6.0,141.0,10.0,261.0,23.0,77.0,3269.0,7.0,389.0,402.0,2034.0,40.0,12823.0,21.0,4.0,176.0,0.0,3440.0,38.0,116.0,379.0,247.0,163.0,4.0,88.0,15.0,12.0,3.0,1406.0,1.0,7.0,236.0,4.0,1.0,74.0,9.0,1.0,30.0,616.0,142.0,0.0,8.0,76.0,29.0,47.0,17.0
2024,11,False,True,24,Virginia Tech,14,13,8.0,19.0,62.0,189.0,602.0,8.0,27.0,14.0,27.0,4564.0,1.0,8.0,0.0,2251.0,21306.0,291.0,190.0,8.0,168.0,16.0,233.0,15.0,71.0,2313.0,9.0,457.0,321.0,2262.0,51.0,15095.0,22.0,4.0,207.0,0.0,3890.0,43.0,116.0,418.0,303.0,196.0,4.0,111.0,17.0,12.0,3.0,1628.0,1.0,13.0,281.0,9.0,1.0,74.0,9.0,0.0,19.0,386.0,174.0,0.0,10.0,77.0,35.0,50.0,17.0
2024,12,False,True,24,Pittsburgh,20,13,9.0,21.0,59.0,165.0,757.0,4.0,14.0,12.0,26.0,4872.0,2.0,11.0,4.0,1542.0,18744.0,257.0,284.0,13.0,157.0,17.0,269.0,27.0,83.0,3330.0,4.0,355.0,467.0,2473.0,60.0,17304.0,25.0,5.0,227.0,0.0,4268.0,50.0,123.0,482.0,337.0,212.0,5.0,130.0,17.0,13.0,4.0,1795.0,1.0,14.0,327.0,9.0,1.0,74.0,11.0,0.0,31.0,628.0,174.0,0.0,10.0,99.0,39.0,55.0,18.0
2024,14,True,False,14,South Carolina,17,13,11.0,22.0,68.0,159.0,699.0,13.0,25.0,13.0,19.0,4914.0,0.0,11.0,2.0,2277.0,22420.0,125.0,201.0,7.0,163.0,20.0,260.0,20.0,81.0,2637.0,9.0,514.0,307.0,3021.0,70.0,20316.0,30.0,7.0,275.0,0.0,5176.0,61.0,139.0,587.0,409.0,257.0,7.0,154.0,21.0,16.0,5.0,2155.0,2.0,17.0,382.0,11.0,2.0,131.0,13.0,0.0,16.0,283.0,225.0,0.0,12.0,84.0,40.0,75.0,28.0
2024,15,False,True,34,SMU,31,14,12.0,17.0,78.0,307.0,1027.0,12.0,29.0,15.0,25.0,5793.0,1.0,9.0,2.0,2307.0,22181.0,225.0,259.0,9.0,169.0,21.0,296.0,27.0,107.0,3486.0,6.0,500.0,400.0,3301.0,77.0,22079.0,30.0,9.0,297.0,0.0,5595.0,64.0,140.0,602.0,445.0,281.0,9.0,169.0,23.0,17.0,6.0,2294.0,3.0,18.0,414.0,11.0,2.0,131.0,14.0,0.0,20.0,400.0,225.0,0.0,12.0,90.0,40.0,81.0,31.0
