season,week,home,win,smu_points,opp,opp_points,opp_conference,opp_def_explosiveness,opp_def_fp_avg_pred_points,opp_def_fp_avg_start,opp_def_havoc_db,opp_def_havoc_7,opp_def_havoc_total,opp_def_line_yards,opp_def_open_field_yards,opp_def_pp_explosiveness,opp_def_pp_ppa,opp_def_pp_rate,opp_def_pp_success_rate,opp_def_points_per_opportunity,opp_def_power_success,opp_def_ppa,opp_def_rp_explosiveness,opp_def_rp_ppa,opp_def_rp_rate,opp_def_rp_success_rate,opp_def_second_level_yards,opp_def_stuff_rate,opp_def_success_rate,opp_def_total_ppa,opp_off_explosiveness,opp_off_fp_avg_pred_points,opp_off_fp_avg_start,opp_off_havoc_db,opp_off_havoc_7,opp_off_havoc_total,opp_off_line_yards,opp_off_open_field_yards,opp_off_pp_explosiveness,opp_off_pp_ppa,opp_off_pp_rate,opp_off_pp_success_rate,opp_off_points_per_opportunity,opp_off_power_success,opp_off_ppa,opp_off_rp_explosiveness,opp_off_rp_ppa,opp_off_rp_rate,opp_off_rp_success_rate,opp_off_second_level_yards,opp_off_stuff_rate,opp_off_success_rate,opp_off_total_ppa,def_explosiveness,def_fp_avg_pred_points,def_fp_avg_start,def_havoc_db,def_havoc_7,def_havoc_total,def_line_yards,def_open_field_yards,def_pp_explosiveness,def_pp_ppa,def_pp_rate,def_pp_success_rate,def_points_per_opportunity,def_power_success,def_ppa,def_rp_explosiveness,def_rp_ppa,def_rp_rate,def_rp_success_rate,def_second_level_yards,def_stuff_rate,def_success_rate,def_total_ppa,off_explosiveness,off_fp_avg_pred_points,off_fp_avg_start,off_havoc_db,off_havoc_7,off_havoc_total,off_line_yards,off_open_field_yards,off_pp_explosiveness,off_pp_ppa,off_pp_rate,off_pp_success_rate,off_points_per_opportunity,off_power_success,off_ppa,off_rp_explosiveness,off_rp_ppa,off_rp_rate,off_rp_success_rate,off_second_level_yards,off_stuff_rate,off_success_rate,off_total_ppa
2001,5,True,False,17,NC State,26,ACC,0.8614529813503032,-1.378,70.6,,,,2.159154929577465,0.6338028169014085,1.2521114234715782,-0.20158023564201943,0.4225352112676056,0.3,0.0,0.75,-0.29211667671453995,0.6346190472153693,-0.19665133554906786,0.5,0.43661971830985913,1.1549295774647887,0.352112676056338,0.34507042253521125,-41.48056809346467,0.9625841340315591,2.238,58.7,,,,2.638333333333333,0.26666666666666666,1.2363487956842287,0.10004687828417765,0.5118110236220472,0.36923076923076925,-0.3333333333333333,0.75,-0.006187990744106831,0.6888194723788894,-0.10455144154452581,0.47244094488188976,0.4,0.9666666666666667,0.23333333333333334,0.3779527559055118,-0.7858748245015675,0.9712968599887752,-1.708,65.3,,,,2.376,0.08,1.325419384959803,0.12911126903061593,0.5737704918032787,0.37142857142857144,-0.6363636363636364,,-0.026180418294255197,0.5109375775264392,-0.23819062957478732,0.4098360655737705,0.4,1.24,0.32,0.3770491803278688,-1.597005515949567,0.8981789430818344,1.221,71.5,,,,2.655813953488372,0.6511627906976745,1.771013830681786,-0.2568162997118276,0.35135135135135137,0.19230769230769232,0.0,0.8571428571428571,-0.3389817108080364,0.6684855516081629,-0.23877601677165403,0.581081081081081,0.4418604651162791,1.2790697674418605,0.3488372093023256,0.32432432432432434,-25.08464659979469
2001,8,False,True,24,San José State,17,Mountain West,0.9306329137954451,-2.14,60.5,,,,2.9325396825396823,0.6904761904761905,1.4172542902732586,0.24165316583042917,0.37383177570093457,0.4,-0.20588235294117646,0.7894736842105263,-0.01762116964677922,0.6191952328496445,-0.16191879292030745,0.5887850467289719,0.3968253968253968,1.0317460317460316,0.1746031746031746,0.38317757009345793,-3.770930304410753,1.234505332004874,1.151,72.8,,,,1.666279069767442,0.4186046511627907,1.5197348055754376,0.12939203481592837,0.5497630331753555,0.3620689655172414,0.0,1.0,-0.0810705646188044,0.7737500285447328,-0.3255589321349925,0.4075829383886256,0.3023255813953488,0.7209302325581395,0.313953488372093,0.3222748815165877,-17.105889134567725,0.9712968599887752,-1.708,65.3,,,,2.376,0.08,1.325419384959803,0.12911126903061593,0.5737704918032787,0.37142857142857144,-0.6363636363636364,,-0.026180418294255197,0.5109375775264392,-0.23819062957478732,0.4098360655737705,0.4,1.24,0.32,0.3770491803278688,-1.597005515949567,0.8981789430818344,1.221,71.5,,,,2.655813953488372,0.6511627906976745,1.771013830681786,-0.2568162997118276,0.35135135135135137,0.19230769230769232,0.0,0.8571428571428571,-0.3389817108080364,0.6684855516081629,-0.23877601677165403,0.581081081081081,0.4418604651162791,1.2790697674418605,0.3488372093023256,0.32432432432432434,-25.08464659979469
2001,10,True,True,40,UTEP,14,Conference USA,1.4135972726912043,-2.365,57.4,,,,4.013636363636364,2.3636363636363638,2.1147791870037693,0.19227815722477448,0.37333333333333335,0.2857142857142857,0.0,1.0,0.3157380971195122,1.1586220311229989,0.4483440964341168,0.5866666666666667,0.5,1.9772727272727273,0.18181818181818182,0.4,23.680357283963414,1.0944450560399839,0.962,75.8,,,,1.128,1.36,1.2064501857623349,-0.06515115481645142,0.45098039215686275,0.30434782608695654,0.0,0.5,-0.22240922019651943,0.9376378744286923,-0.34406025675733914,0.49019607843137253,0.2,0.64,0.52,0.23529411764705882,-11.342870230022491,0.9712968599887752,-1.708,65.3,,,,2.376,0.08,1.325419384959803,0.12911126903061593,0.5737704918032787,0.37142857142857144,-0.6363636363636364,,-0.026180418294255197,0.5109375775264392,-0.23819062957478732,0.4098360655737705,0.4,1.24,0.32,0.3770491803278688,-1.597005515949567,0.8981789430818344,1.221,71.5,,,,2.655813953488372,0.6511627906976745,1.771013830681786,-0.2568162997118276,0.35135135135135137,0.19230769230769232,0.0,0.8571428571428571,-0.3389817108080364,0.6684855516081629,-0.23877601677165403,0.581081081081081,0.4418604651162791,1.2790697674418605,0.3488372093023256,0.32432432432432434,-25.08464659979469
2001,12,True,False,13,Fresno State,38,Mountain West,1.0992919045914409,-1.262,71.8,,,,2.0962085308056873,0.95260663507109,1.3546908762055208,0.11511357196983778,0.566793893129771,0.3569023569023569,0.0,0.6153846153846154,-0.006099897610692231,0.7691420144561669,-0.12713266402760898,0.4026717557251908,0.3886255924170616,0.9620853080568721,0.3080568720379147,0.35877862595419846,-3.196346348002729,1.0060374449910081,1.706,66.1,,,,2.73347280334728,0.8200836820083682,1.2436404965262144,0.2576950653292014,0.4903100775193798,0.4743083003952569,0.0,0.55,0.024867286118303095,0.65403292419811,-0.1110801793428125,0.4631782945736434,0.3389121338912134,0.8326359832635983,0.200836820083682,0.38953488372093026,12.831519637044396,0.9712968599887752,-1.708,65.3,,,,2.376,0.08,1.325419384959803,0.12911126903061593,0.5737704918032787,0.37142857142857144,-0.6363636363636364,,-0.026180418294255197,0.5109375775264392,-0.23819062957478732,0.4098360655737705,0.4,1.24,0.32,0.3770491803278688,-1.597005515949567,0.8981789430818344,1.221,71.5,,,,2.655813953488372,0.6511627906976745,1.771013830681786,-0.2568162997118276,0.35135135135135137,0.19230769230769232,0.0,0.8571428571428571,-0.3389817108080364,0.6684855516081629,-0.23877601677165403,0.581081081081081,0.4418604651162791,1.2790697674418605,0.3488372093023256,0.32432432432432434,-25.08464659979469
2001,13,False,True,24,Tulsa,14,American Athletic,0.9679869494565556,-2.255,58.6,,,,2.9773584905660377,2.7735849056603774,1.1754988118043561,0.2953414867295591,0.5447154471544715,0.4925373134328358,0.0,0.6,0.13767087523904442,0.7143613399203548,-0.03041121732808508,0.43089430894308944,0.5094339622641509,1.2830188679245282,0.24528301886792453,0.4878048780487805,16.93351765440246,0.9509243453493001,0.618,80.6,,,,1.4264705882352942,0.35294117647058826,0.9185085626252099,0.023937497176738005,0.4900662251655629,0.35135135135135137,0.0,1.0,-0.06892576784914978,0.9875682736460979,-0.1008475576022398,0.4503311258278146,0.3382352941176471,1.0147058823529411,0.35294117647058826,0.32450331125827814,-10.407790945221615,0.9712968599887752,-1.708,65.3,,,,2.376,0.08,1.325419384959803,0.12911126903061593,0.5737704918032787,0.37142857142857144,-0.6363636363636364,,-0.026180418294255197,0.5109375775264392,-0.23819062957478732,0.4098360655737705,0.4,1.24,0.32,0.3770491803278688,-1.597005515949567,0.8981789430818344,1.221,71.5,,,,2.655813953488372,0.6511627906976745,1.771013830681786,-0.2568162997118276,0.35135135135135137,0.19230769230769232,0.0,0.8571428571428571,-0.3389817108080364,0.6684855516081629,-0.23877601677165403,0.581081081081081,0.4418604651162791,1.2790697674418605,0.3488372093023256,0.32432432432432434,-25.08464659979469
2001,14,True,True,37,Rice,20,American Athletic,1.077576986161164,-2.05,61.3,,,,2.5025974025974027,0.8701298701298701,1.7968748647734971,0.4534629572775786,0.26785714285714285,0.4666666666666667,0.0,0.6,-0.025371459856477027,0.7303297344172789,-0.16453263659011322,0.6875,0.37662337662337664,1.0,0.2727272727272727,0.38392857142857145,-2.8416035039254273,0.9901068363168306,1.323,71.8,,,,2.055913978494624,0.43010752688172044,0.9805200219045928,0.012081200459386801,0.27007299270072993,0.35135135135135137,0.0,0.5714285714285714,-0.10002339923136455,0.9944043738119718,-0.12570189305597196,0.6788321167883211,0.3118279569892473,0.8279569892473119,0.3118279569892473,0.30656934306569344,-13.703205694696944,0.9712968599887752,-1.708,65.3,,,,2.376,0.08,1.325419384959803,0.12911126903061593,0.5737704918032787,0.37142857142857144,-0.6363636363636364,,-0.026180418294255197,0.5109375775264392,-0.23819062957478732,0.4098360655737705,0.4,1.24,0.32,0.3770491803278688,-1.597005515949567,0.8981789430818344,1.221,71.5,,,,2.655813953488372,0.6511627906976745,1.771013830681786,-0.2568162997118276,0.35135135135135137,0.19230769230769232,0.0,0.8571428571428571,-0.3389817108080364,0.6684855516081629,-0.23877601677165403,0.581081081081081,0.4418604651162791,1.2790697674418605,0.3488372093023256,0.32432432432432434,-25.08464659979469
2001,15,False,False,10,North Carolina,19,ACC,1.0287599709406658,-1.52,68.4,,,,2.3377777777777777,0.6063492063492063,1.3726782630682899,0.08349635683713803,0.46919431279620855,0.35353535353535354,0.0,0.5666666666666667,-0.06004337906514493,0.6943949647054759,-0.15513654703296428,0.4976303317535545,0.34285714285714286,0.8539682539682539,0.29523809523809524,0.33649289099526064,-38.007458948236746,1.0690941033062407,1.775,65.4,,,,1.9589285714285714,0.6994047619047619,1.4059329202170114,0.1464909673666674,0.4144,0.4092664092664093,-0.07,0.6,-0.07092641920466364,0.7384930422641878,-0.16251777439116585,0.5376,0.32142857142857145,0.8333333333333334,0.31547619047619047,0.3424,-44.32901200291478,0.9408479757509393,-1.544,68.3,,,,2.568421052631579,0.5964912280701754,1.2563047069671196,0.17275559909085608,0.5041322314049587,0.4262295081967213,-0.3888888888888889,0.6666666666666666,0.0354296047949539,0.5991031836000773,-0.0986928807683209,0.47107438016528924,0.42105263157894735,1.4035087719298247,0.3157894736842105,0.4132231404958678,4.286982180189422,0.9300255858283598,1.304,70.8,,,,2.358108108108108,0.47297297297297297,1.3245571794863473,0.031078446270671415,0.40714285714285714,0.3508771929824561,0.0,0.8888888888888888,-0.19285384484164345,0.6377799608965172,-0.25268879258023474,0.5285714285714286,0.36486486486486486,1.0,0.32432432432432434,0.3357142857142857,-26.999538277830084
2003,2,False,False,10,Texas Tech,58,Big 12,0.8439476378372982,-1.024,76.5,,,,2.6894736842105265,0.0,1.34547857224286,-0.1410614530651685,0.5172413793103449,0.28888888888888886,0.0,0.6666666666666666,-0.23761884503807268,0.4364537536327792,-0.14629719855567175,0.4367816091954023,0.42105263157894735,0.3684210526315789,0.15789473684210525,0.3333333333333333,-20.672839518312323,0.9189449619880234,2.602,52.4,,,,3.7,0.9444444444444444,1.1828799712327744,0.18519741414805466,0.6612903225806451,0.43902439024390244,0.0,,0.03837269461734368,0.4438619453474716,-0.21206090001070246,0.2903225806451613,0.5555555555555556,1.3333333333333333,0.2222222222222222,0.45161290322580644,2.379107066275308,0.9189449619880234,-2.602,52.4,,,,3.7,0.9444444444444444,1.1828799712327744,0.18519741414805466,0.6612903225806451,0.43902439024390244,0.0,,0.03837269461734368,0.4438619453474716,-0.21206090001070246,0.2903225806451613,0.5555555555555556,1.3333333333333333,0.2222222222222222,0.45161290322580644,2.379107066275308,0.8439476378372982,1.024,76.5,,,,2.6894736842105265,0.0,1.34547857224286,-0.1410614530651685,0.5172413793103449,0.28888888888888886,0.0,0.6666666666666666,-0.23761884503807268,0.4364537536327792,-0.14629719855567175,0.4367816091954023,0.42105263157894735,0.3684210526315789,0.15789473684210525,0.3333333333333333,-20.672839518312323
2003,4,False,False,7,Baylor,10,Big 12,1.1201886353932091,-1.552,68.1,,,,2.9128440366972477,0.8348623853211009,1.5167489075018417,0.07226660391922438,0.37755102040816324,0.2972972972972973,0.0,0.6363636363636364,-0.03173468693173497,0.8709221786392114,-0.026150054895774096,0.5561224489795918,0.3211009174311927,0.908256880733945,0.23853211009174313,0.29081632653061223,-6.219998638620055,1.0428874514377198,1.445,70.5,,,,2.1922330097087377,0.6407766990291263,1.2665840531561765,-0.060651752780484056,0.49282296650717705,0.3300970873786408,0.0,0.6923076923076923,-0.16194716152414718,0.8052098121118598,-0.24654308298105762,0.49282296650717705,0.3106796116504854,0.7864077669902912,0.21359223300970873,0.3157894736842105,-33.84695675854676,0.8910655675923399,-2.317,57.2,,,,2.6867924528301885,0.32075471698113206,1.1598668887560444,-0.036886470441162646,0.5546875,0.36619718309859156,0.0,0.75,-0.12106581526519325,0.5582639318658488,-0.19918465461447651,0.4140625,0.39622641509433965,0.8301886792452831,0.22641509433962265,0.3671875,-15.496424353944736,0.9335698126975093,1.28,72.4,,,,2.706849315068493,0.0958904109589041,1.4359951505674917,-0.08795734441906002,0.4675324675324675,0.25,0.0,0.7,-0.16290187288677446,0.585736886479829,-0.11342110734062749,0.474025974025974,0.3561643835616438,0.5068493150684932,0.2328767123287671,0.2857142857142857,-25.086888424563266
2003,5,True,False,6,Oklahoma State,52,Big 12,0.9954578470328526,-1.37,70.0,,,,2.6232558139534885,0.37790697674418605,1.588262243389873,-0.06711658765505338,0.3716216216216216,0.2636363636363636,0.0,0.7857142857142857,-0.12157879595900653,0.718178371317472,-0.07139892633371615,0.581081081081081,0.36046511627906974,0.6976744186046512,0.21511627906976744,0.30743243243243246,-35.98732360386593,0.8943513830874149,1.715,66.7,,,,3.4053030303030303,0.7651515151515151,1.1441980318669471,0.0507324017420267,0.4444444444444444,0.375,0.0,0.9166666666666666,0.005875613049313505,0.7134279477643054,0.01188723553908875,0.5238095238095238,0.4393939393939394,1.1515151515151516,0.11363636363636363,0.3968253968253968,1.480654488427003,0.9621789230241368,-2.315,57.4,,,,2.7875,0.55,1.2648909092572163,0.019843593361264317,0.5303867403314917,0.3541666666666667,0.0,0.7142857142857143,-0.06909423483456971,0.5946000825982544,-0.14241525980294187,0.4419889502762431,0.35,0.7375,0.1875,0.3425414364640884,-12.506056505057117,0.9699521614707254,1.089,74.5,,,,2.5905172413793105,0.13793103448275862,1.493630878113338,-0.10527143527376612,0.43231441048034935,0.24242424242424243,0.0,0.75,-0.1633578986037584,0.6476883358445022,-0.11699829069441606,0.5065502183406113,0.33620689655172414,0.5258620689655172,0.25,0.27510917030567683,-37.408958780260676
