season,opp_def_explosiveness,opp_def_fp_avg_pred_points,opp_def_fp_avg_start,opp_def_havoc_db,opp_def_havoc_7,opp_def_havoc_total,opp_def_line_yards,opp_def_open_field_yards,opp_def_pp_explosiveness,opp_def_pp_ppa,opp_def_pp_rate,opp_def_pp_success_rate,opp_def_points_per_opportunity,opp_def_power_success,opp_def_ppa,opp_def_rp_explosiveness,opp_def_rp_ppa,opp_def_rp_rate,opp_def_rp_success_rate,opp_def_second_level_yards,opp_def_stuff_rate,opp_def_success_rate,opp_def_total_ppa,opp_off_explosiveness,opp_off_fp_avg_pred_points,opp_off_fp_avg_start,opp_off_havoc_db,opp_off_havoc_7,opp_off_havoc_total,opp_off_line_yards,opp_off_open_field_yards,opp_off_pp_explosiveness,opp_off_pp_ppa,opp_off_pp_rate,opp_off_pp_success_rate,opp_off_points_per_opportunity,opp_off_power_success,opp_off_ppa,opp_off_rp_explosiveness,opp_off_rp_ppa,opp_off_rp_rate,opp_off_rp_success_rate,opp_off_second_level_yards,opp_off_stuff_rate,opp_off_success_rate,opp_off_total_ppa
2024.0,1.3772829801428428,-1.186,72.8,0.08567774936061381,0.1265984654731458,0.21227621483375958,3.080926430517711,1.7275204359673024,1.6008509558945474,0.09494074713834436,0.5242966751918159,0.36341463414634145,3.5161290322580645,0.7647058823529411,0.1163164053530107,1.1609737049025572,0.18961770819863974,0.46930946291560105,0.4196185286103542,1.3133514986376023,0.1771117166212534,0.3874680306905371,90.95942898605438,1.2559744003247395,1.418,70.2,0.050175029171528586,0.08751458576429405,0.13768961493582263,3.486802030456853,1.7284263959390862,1.4567650098653502,0.27549061723454826,0.5379229871645275,0.44685466377440347,4.397435897435898,0.7636363636363637,0.2716027585048477,1.047071038883498,0.3036292045567272,0.4597432905484247,0.5025380710659898,1.3299492385786802,0.15228426395939088,0.47141190198366395,232.76356403865447
