season,week,home,win,smu_points,opp,opp_points,opp_conference,opp_def_explosiveness,opp_def_fp_avg_pred_points,opp_def_fp_avg_start,opp_def_havoc_db,opp_def_havoc_7,opp_def_havoc_total,opp_def_line_yards,opp_def_open_field_yards,opp_def_pp_explosiveness,opp_def_pp_ppa,opp_def_pp_rate,opp_def_pp_success_rate,opp_def_points_per_opportunity,opp_def_power_success,opp_def_ppa,opp_def_rp_explosiveness,opp_def_rp_ppa,opp_def_rp_rate,opp_def_rp_success_rate,opp_def_second_level_yards,opp_def_stuff_rate,opp_def_success_rate,opp_def_total_ppa,opp_off_explosiveness,opp_off_fp_avg_pred_points,opp_off_fp_avg_start,opp_off_havoc_db,opp_off_havoc_7,opp_off_havoc_total,opp_off_line_yards,opp_off_open_field_yards,opp_off_pp_explosiveness,opp_off_pp_ppa,opp_off_pp_rate,opp_off_pp_success_rate,opp_off_points_per_opportunity,opp_off_power_success,opp_off_ppa,opp_off_rp_explosiveness,opp_off_rp_ppa,opp_off_rp_rate,opp_off_rp_success_rate,opp_off_second_level_yards,opp_off_stuff_rate,opp_off_success_rate,opp_off_total_ppa
2001,2,False,False,6,Louisiana Tech,36,Conference USA,0.8611270398173761,-1.764,66.6,,,,2.654074074074074,0.8074074074074075,1.1563719095078184,0.002985119261378475,0.3739495798319328,0.3707865168539326,-0.16279069767441862,0.7272727272727273,-0.0825226241237874,0.6839801180031109,-0.0965652379909755,0.5672268907563025,0.4074074074074074,1.1703703703703705,0.22962962962962963,0.3697478991596639,-19.6403845414614,0.9768953918921527,1.269,72.1,,,,1.9621212121212122,0.4393939393939394,1.1499342105750376,-0.05793512012545539,0.7107438016528925,0.3372093023255814,-0.175,0.6428571428571429,-0.0998333645417357,0.6308177545263829,-0.07721070755863726,0.2727272727272727,0.4393939393939394,0.9242424242424242,0.30303030303030304,0.359504132231405,-24.15967421910004
2001,3,True,False,10,TCU,38,Big 12,0.9595841150529021,-1.494,69.9,,,,-0.5578125,0.21875,1.2976369790423115,-0.05048921717302587,0.5347222222222222,0.35064935064935066,0.0,0.3333333333333333,-0.2901251841872584,0.5032127486671994,-0.4541344784356336,0.4444444444444444,0.3125,0.609375,0.5,0.3263888888888889,-41.778026522965206,0.8546664711733104,1.82,64.7,,,,1.5015151515151515,0.8939393939393939,1.075925024075773,-0.0435602047554003,0.4,0.4,-0.30434782608695654,1.0,-0.1693205478469863,0.5943622912880604,-0.21556739614070963,0.528,0.25757575757575757,0.6060606060606061,0.3939393939393939,0.296,-21.165068480873288
2001,5,True,False,17,NC State,26,ACC,0.9909227207259879,-1.528,68.0,,,,2.2962264150943397,0.6320754716981132,1.2849504142134103,0.08581062387444688,0.4239401496259352,0.40588235294117647,-0.05263157894736842,0.6415094339622641,-0.10162235853558156,0.7464900598749981,-0.1803091684200994,0.5286783042394015,0.3915094339622642,0.9316037735849056,0.29009433962264153,0.3790523690773067,-81.50113154553641,0.9556030261144812,1.655,67.0,,,,2.4380664652567976,0.5589123867069486,1.21135326634816,0.16068037174762512,0.5238095238095238,0.4090909090909091,-0.22950819672131148,0.7142857142857143,0.012487280550535738,0.6417277312822389,-0.1073863137019411,0.43783068783068785,0.3987915407854985,0.9093655589123867,0.25075528700906347,0.3888888888888889,9.440384096205017
2001,7,True,False,31,Hawai'i,38,Mountain West,1.0915786053941252,-1.523,68.4,,,,2.432876712328767,0.3972602739726027,1.4380209537965716,0.25254887369941387,0.5524861878453039,0.45,0.0,0.7,-0.07299428347427565,0.4419992021395382,-0.3107241064671119,0.40331491712707185,0.3287671232876712,0.9726027397260274,0.3150684931506849,0.3812154696132597,-13.211965308843894,1.1674262119920753,1.933,62.7,,,,1.84,0.5,1.2932689406368263,0.17690944283793403,0.7419354838709677,0.41304347826086957,0.0,,0.03700853639445566,0.6360902466031277,-0.3661709577099782,0.24193548387096775,0.3,0.7333333333333333,0.4,0.3790322580645161,4.589058512912501
2001,8,False,True,24,San José State,17,Mountain West,0.9882035947280134,-2.023,61.3,,,,3.0073529411764706,0.7745098039215687,1.5846090643526742,0.24944740971571414,0.3482142857142857,0.41025641025641024,-0.1206896551724138,0.7666666666666667,0.012755944397767635,0.6591523011419937,-0.08820290752043607,0.6071428571428571,0.4264705882352941,1.093137254901961,0.16176470588235295,0.4017857142857143,4.285997317649925,1.1947817622965344,1.267,71.5,,,,1.661029411764706,0.35294117647058826,1.4753774067685033,0.08523433122249521,0.5498489425981873,0.36813186813186816,0.0,0.6666666666666666,-0.11048761873190407,0.7127328346139215,-0.3420225342533355,0.4108761329305136,0.2867647058823529,0.5882352941176471,0.3088235294117647,0.3202416918429003,-36.57140180026025
2001,10,True,True,40,UTEP,14,Conference USA,1.4135972726912043,-2.365,57.4,,,,4.013636363636364,2.3636363636363638,2.1147791870037693,0.19227815722477448,0.37333333333333335,0.2857142857142857,0.0,1.0,0.3157380971195122,1.1586220311229989,0.4483440964341168,0.5866666666666667,0.5,1.9772727272727273,0.18181818181818182,0.4,23.680357283963414,1.0944450560399839,0.962,75.8,,,,1.128,1.36,1.2064501857623349,-0.06515115481645142,0.45098039215686275,0.30434782608695654,0.0,0.5,-0.22240922019651943,0.9376378744286923,-0.34406025675733914,0.49019607843137253,0.2,0.64,0.52,0.23529411764705882,-11.342870230022491
2001,12,True,False,13,Fresno State,38,Mountain West,1.0785803530209024,-1.253,72.1,,,,2.0632302405498284,1.0996563573883162,1.3098658154450624,0.1261748329917621,0.5549215406562055,0.3676092544987147,-0.05426356589147287,0.5675675675675675,-0.011603808148779794,0.7832783786757693,-0.12885540303684512,0.41512125534950073,0.3848797250859107,0.9415807560137457,0.3024054982817869,0.3637660485021398,-8.134269512294635,1.010101053554841,1.679,66.4,,,,2.817291066282421,0.8559077809798271,1.2938776902944893,0.26636316394803644,0.4796195652173913,0.47592067988668557,0.0,0.6571428571428571,0.03191139587383394,0.6489307886134702,-0.09687156008190284,0.47146739130434784,0.3804034582132565,0.9855907780979827,0.1930835734870317,0.4076086956521739,23.486787363141776
2001,13,False,True,24,Tulsa,14,American Athletic,0.9679869494565556,-2.255,58.6,,,,2.9773584905660377,2.7735849056603774,1.1754988118043561,0.2953414867295591,0.5447154471544715,0.4925373134328358,0.0,0.6,0.13767087523904442,0.7143613399203548,-0.03041121732808508,0.43089430894308944,0.5094339622641509,1.2830188679245282,0.24528301886792453,0.4878048780487805,16.93351765440246,0.9509243453493001,0.618,80.6,,,,1.4264705882352942,0.35294117647058826,0.9185085626252099,0.023937497176738005,0.4900662251655629,0.35135135135135137,0.0,1.0,-0.06892576784914978,0.9875682736460979,-0.1008475576022398,0.4503311258278146,0.3382352941176471,1.0147058823529411,0.35294117647058826,0.32450331125827814,-10.407790945221615
2001,14,True,True,37,Rice,20,American Athletic,1.077576986161164,-2.05,61.3,,,,2.5025974025974027,0.8701298701298701,1.7968748647734971,0.4534629572775786,0.26785714285714285,0.4666666666666667,0.0,0.6,-0.025371459856477027,0.7303297344172789,-0.16453263659011322,0.6875,0.37662337662337664,1.0,0.2727272727272727,0.38392857142857145,-2.8416035039254273,0.9901068363168306,1.323,71.8,,,,2.055913978494624,0.43010752688172044,0.9805200219045928,0.012081200459386801,0.27007299270072993,0.35135135135135137,0.0,0.5714285714285714,-0.10002339923136455,0.9944043738119718,-0.12570189305597196,0.6788321167883211,0.3118279569892473,0.8279569892473119,0.3118279569892473,0.30656934306569344,-13.703205694696944
2001,15,False,False,10,North Carolina,19,ACC,0.9805993869611676,-1.493,68.7,,,,2.370262390670554,0.6180758017492711,1.2899847892691192,0.05307498729585536,0.4720229555236729,0.3586626139817629,0.0,0.5454545454545454,-0.07679802367793245,0.6685696649753702,-0.15708591124060467,0.4921090387374462,0.34110787172011664,0.8688046647230321,0.2886297376093295,0.33715925394548063,-53.52822250351892,1.097080536103308,1.755,65.7,,,,1.9691056910569107,0.7994579945799458,1.428376986135952,0.1269471043186203,0.41605839416058393,0.39649122807017545,-0.0660377358490566,0.6,-0.07729773476808059,0.7743520977094394,-0.16446168390334778,0.5386861313868613,0.3143631436314363,0.8373983739837398,0.3170731707317073,0.3343065693430657,-52.94894831613521
