season,week,home,win,clemson_points,opp,opp_points,opp_conference,opp_def_explosiveness,opp_def_fp_avg_pred_points,opp_def_fp_avg_start,opp_def_havoc_db,opp_def_havoc_7,opp_def_havoc_total,opp_def_line_yards,opp_def_open_field_yards,opp_def_pp_explosiveness,opp_def_pp_ppa,opp_def_pp_rate,opp_def_pp_success_rate,opp_def_points_per_opportunity,opp_def_power_success,opp_def_ppa,opp_def_rp_explosiveness,opp_def_rp_ppa,opp_def_rp_rate,opp_def_rp_success_rate,opp_def_second_level_yards,opp_def_stuff_rate,opp_def_success_rate,opp_def_total_ppa,opp_off_explosiveness,opp_off_fp_avg_pred_points,opp_off_fp_avg_start,opp_off_havoc_db,opp_off_havoc_7,opp_off_havoc_total,opp_off_line_yards,opp_off_open_field_yards,opp_off_pp_explosiveness,opp_off_pp_ppa,opp_off_pp_rate,opp_off_pp_success_rate,opp_off_points_per_opportunity,opp_off_power_success,opp_off_ppa,opp_off_rp_explosiveness,opp_off_rp_ppa,opp_off_rp_rate,opp_off_rp_success_rate,opp_off_second_level_yards,opp_off_stuff_rate,opp_off_success_rate,opp_off_total_ppa,def_explosiveness,def_fp_avg_pred_points,def_fp_avg_start,def_havoc_db,def_havoc_7,def_havoc_total,def_line_yards,def_open_field_yards,def_pp_explosiveness,def_pp_ppa,def_pp_rate,def_pp_success_rate,def_points_per_opportunity,def_power_success,def_ppa,def_rp_explosiveness,def_rp_ppa,def_rp_rate,def_rp_success_rate,def_second_level_yards,def_stuff_rate,def_success_rate,def_total_ppa,off_explosiveness,off_fp_avg_pred_points,off_fp_avg_start,off_havoc_db,off_havoc_7,off_havoc_total,off_line_yards,off_open_field_yards,off_pp_explosiveness,off_pp_ppa,off_pp_rate,off_pp_success_rate,off_points_per_opportunity,off_power_success,off_ppa,off_rp_explosiveness,off_rp_ppa,off_rp_rate,off_rp_success_rate,off_second_level_yards,off_stuff_rate,off_success_rate,off_total_ppa
2001,2,True,True,21,UCF,13,Big 12,1.1186499220432564,-1.293,73.7,,,,2.7666666666666666,0.7435897435897436,1.4169311357204035,-0.014947440970021578,0.375,0.3333333333333333,0.0,1.0,0.016992208400281122,0.9017181302780586,0.03829663484907808,0.609375,0.28205128205128205,0.8205128205128205,0.28205128205128205,0.296875,1.0875013376179918,1.1339296867882072,1.456,68.5,,,,1.1772727272727272,0.09090909090909091,1.3849987160789061,0.197321285503718,0.64,0.4166666666666667,0.0,0.75,-0.03766049622092018,0.41658960310049653,-0.44028328362784863,0.29333333333333333,0.3181818181818182,0.8181818181818182,0.4090909090909091,0.36,-2.8245372165690132,1.1339296867882072,-1.456,68.5,,,,1.1772727272727272,0.09090909090909091,1.3849987160789061,0.197321285503718,0.64,0.4166666666666667,0.0,0.75,-0.03766049622092018,0.41658960310049653,-0.44028328362784863,0.29333333333333333,0.3181818181818182,0.8181818181818182,0.4090909090909091,0.36,-2.8245372165690132,1.1186499220432564,1.293,73.7,,,,2.7666666666666666,0.7435897435897436,1.4169311357204035,-0.014947440970021578,0.375,0.3333333333333333,0.0,1.0,0.016992208400281122,0.9017181302780586,0.03829663484907808,0.609375,0.28205128205128205,0.8205128205128205,0.28205128205128205,0.296875,1.0875013376179918
2001,5,True,False,24,Virginia,26,ACC,0.8221328910747708,-1.541,68.6,,,,2.998701298701299,0.45454545454545453,1.010010287501271,0.3666805985591881,0.40875912408759124,0.5714285714285714,0.0,0.8,0.09423940228406294,0.6342554946482706,-0.05330880988187371,0.5620437956204379,0.4155844155844156,0.9090909090909091,0.14285714285714285,0.46715328467153283,12.910798112916623,0.9925008105307179,1.711,66.1,,,,2.614666666666667,0.5733333333333334,1.094181157357175,0.0703202032053145,0.46710526315789475,0.4507042253521127,0.0,0.8,-0.007699505762365765,0.8719907698475095,-0.018819854852748053,0.4934210526315789,0.36,1.0,0.28,0.3881578947368421,-1.1703248758795963,1.0206669704495483,-1.404,69.8,,,,2.5107142857142857,0.625,1.2816099040190416,0.010540496662425907,0.44594594594594594,0.36363636363636365,0.0,0.6470588235294118,-0.07084233632618875,0.8022031190890424,-0.09713268095854953,0.5045045045045045,0.38392857142857145,1.0625,0.22321428571428573,0.35585585585585583,-15.726998664413903,0.8772351098588125,1.616,68.3,,,,3.0479338842975205,0.7520661157024794,1.1435337275108468,0.2448116000678698,0.42792792792792794,0.5263157894736842,-0.21875,0.8666666666666667,0.08850071008460848,0.6260099988663271,0.0005466929468949366,0.545045045045045,0.4380165289256198,1.0,0.18181818181818182,0.46396396396396394,19.64715763878308
2001,6,False,True,47,Georgia Tech,44,ACC,0.9579137978464536,-1.172,72.7,,,,2.189855072463768,0.6956521739130435,1.103367658869708,-0.04867911053309933,0.4398496240601504,0.3076923076923077,0.0,0.7333333333333333,-0.08219770219274636,0.8572149709842006,-0.04891594731045284,0.518796992481203,0.37681159420289856,0.8623188405797102,0.2971014492753623,0.3308270676691729,-21.86458878327053,1.0393978234295198,2.164,60.6,,,,2.9106918238993713,0.7924528301886793,1.4620067389522884,0.3072801844733218,0.375,0.45098039215686275,0.0,0.4375,0.03949491475190395,0.715397654862064,-0.043801537643524305,0.5845588235294118,0.37735849056603776,0.9308176100628931,0.20754716981132076,0.3897058823529412,10.742616812517873,0.9567536478370497,-1.631,67.1,,,,2.5948387096774193,0.6064516129032258,1.2515266772425206,0.034339001713734114,0.42758620689655175,0.3629032258064516,0.0,0.65,-0.04181668461194163,0.746201483975999,-0.06769823989244891,0.5344827586206896,0.4064516129032258,1.0903225806451613,0.22580645161290322,0.3724137931034483,-12.126838537463072,0.9636408681802373,1.465,70.0,,,,2.8276470588235294,0.8235294117647058,1.1609126326061203,0.21624955355983974,0.40789473684210525,0.5,-0.14893617021276595,0.85,0.09548409117024871,0.7937679599246159,0.04724243263490131,0.5592105263157895,0.4235294117647059,1.0411764705882354,0.21764705882352942,0.4407894736842105,29.02716371575561
2001,8,False,True,45,NC State,37,ACC,0.939457809947274,-1.724,65.8,,,,2.354418604651163,0.7348837209302326,1.3215942733770092,-0.03828905886503313,0.35405405405405405,0.37404580152671757,0.0,0.6428571428571429,-0.17693951907468247,0.7217288947373086,-0.1671851533018881,0.581081081081081,0.4,1.0744186046511628,0.2930232558139535,0.36486486486486486,-65.46762205763251,1.055058364695725,1.69,66.7,,,,2.0364864864864867,0.43243243243243246,1.3141087774862468,0.1137303448731284,0.5454545454545454,0.3602150537634409,-0.1320754716981132,0.6,-0.02113170657723091,0.7008465757780726,-0.17315487765264717,0.4340175953079179,0.3310810810810811,0.8108108108108109,0.32432432432432434,0.34017595307917886,-7.2059119428357405,0.9936920370901976,-1.591,67.8,,,,2.30625,0.5625,1.267983043267217,0.08390861685165403,0.4677871148459384,0.3652694610778443,0.0,0.6818181818181818,-0.03250652032039757,0.7401806525932553,-0.10443543587687072,0.49299719887955185,0.375,1.0284090909090908,0.2556818181818182,0.3557422969187675,-11.604827754381931,0.9778647993931678,1.471,69.5,,,,2.6307339449541285,0.926605504587156,1.1551449881519316,0.29064342542784655,0.3888888888888889,0.5306122448979592,-0.11290322580645161,0.72,0.08958723033154374,0.8242219691355727,-0.007820030103973608,0.5767195767195767,0.41284403669724773,1.0458715596330275,0.24770642201834864,0.4444444444444444,33.863973065323535
2001,9,True,False,3,North Carolina,38,ACC,1.0795591333557835,-1.532,68.2,,,,2.489041095890411,0.9315068493150684,1.3251263483329934,-0.049695722592040845,0.5489614243323442,0.31891891891891894,0.0,0.5384615384615384,-0.08997060311728426,0.7954715709311683,-0.11178536214169275,0.4332344213649852,0.3493150684931507,0.9726027397260274,0.3150684931506849,0.3264094955489614,-30.320093250524796,1.1108171035583738,1.904,63.5,,,,2.0897196261682245,0.6401869158878505,1.6142775427110692,0.05693605705085274,0.3672922252010724,0.34306569343065696,-0.125,0.6818181818181818,-0.12541410480379808,0.7576433626602144,-0.15728872486701795,0.5737265415549598,0.3130841121495327,0.8084112149532711,0.29439252336448596,0.30563002680965146,-46.779461091816685,0.9936920370901976,-1.591,67.8,,,,2.30625,0.5625,1.267983043267217,0.08390861685165403,0.4677871148459384,0.3652694610778443,0.0,0.6818181818181818,-0.03250652032039757,0.7401806525932553,-0.10443543587687072,0.49299719887955185,0.375,1.0284090909090908,0.2556818181818182,0.3557422969187675,-11.604827754381931,0.9778647993931678,1.471,69.5,,,,2.6307339449541285,0.926605504587156,1.1551449881519316,0.29064342542784655,0.3888888888888889,0.5306122448979592,-0.11290322580645161,0.72,0.08958723033154374,0.8242219691355727,-0.007820030103973608,0.5767195767195767,0.41284403669724773,1.0458715596330275,0.24770642201834864,0.4444444444444444,33.863973065323535
2001,10,False,True,21,Wake Forest,14,ACC,0.8960306869605544,-1.512,68.0,,,,2.7483739837398375,0.6422764227642277,1.2145909059276385,0.17620981369983496,0.43487394957983194,0.4444444444444444,0.0,0.7307692307692307,0.03196498483918425,0.6343562213804497,-0.01747790905967483,0.5168067226890757,0.45528455284552843,0.926829268292683,0.25609756097560976,0.42857142857142855,15.215332783451704,0.9894027485378383,1.693,66.1,,,,2.589041095890411,0.6767123287671233,1.3821163005786479,-0.03265970451080083,0.2737642585551331,0.4097222222222222,0.0,0.6304347826086957,-0.06706913644987686,0.8262330332532766,-0.037829804750150006,0.6939163498098859,0.38904109589041097,0.8986301369863013,0.2465753424657534,0.3821292775665399,-35.27836577263523,0.9919470413582129,-1.551,68.3,,,,2.399568965517241,0.46551724137931033,1.2603325469512296,0.06155566426935188,0.42691415313225056,0.375,0.0,0.65625,-0.04329459687806436,0.7838728853366606,-0.09420043947965887,0.5382830626450116,0.38362068965517243,0.9956896551724138,0.24568965517241378,0.3665893271461717,-18.65997125444574,0.9951236269901679,1.507,68.9,,,,2.675581395348837,0.8682170542635659,1.2049684056896415,0.2760318761534004,0.38392857142857145,0.5,-0.1,0.7333333333333333,0.08374759208400256,0.8310631636433066,0.00024326052917102725,0.5758928571428571,0.4263565891472868,1.0232558139534884,0.2441860465116279,0.4375,37.518921253633145
2001,11,True,False,27,Florida State,41,ACC,1.2688977625585987,-1.447,69.6,,,,1.6652173913043478,0.6126482213438735,1.6855206689466868,0.10828216873266155,0.44398340248962653,0.34579439252336447,-0.07368421052631578,0.6470588235294118,-0.09670746074461059,0.834671071393549,-0.18053666121980863,0.524896265560166,0.28063241106719367,0.7747035573122529,0.3241106719367589,0.3008298755186722,-46.612996078902306,1.0530643692705788,1.663,66.5,,,,2.242696629213483,0.8389513108614233,1.4518529763353671,0.2717725244346479,0.3862212943632568,0.4594594594594595,-0.07608695652173914,0.6470588235294118,-0.020703016308418733,0.7302354968847977,-0.1068496243078792,0.55741127348643,0.39325842696629215,1.0861423220973783,0.2883895131086142,0.3966597077244259,-9.916744811732572,1.047752137342373,-1.548,68.1,,,,2.4190114068441066,0.6387832699619772,1.351309480459734,0.11654885312039509,0.42828282828282827,0.39622641509433965,0.0,0.6571428571428571,-0.014210082015682118,0.7952886044526868,-0.08010105982589585,0.5313131313131313,0.3840304182509506,1.0342205323193916,0.2509505703422053,0.37373737373737376,-7.0339905977626485,1.0205562013073848,1.447,69.7,,,,2.7210884353741496,0.9217687074829932,1.2497586692084384,0.2392349106288126,0.4090909090909091,0.46296296296296297,-0.08333333333333333,0.7647058823529411,0.09004625160755557,0.8414917732596867,0.020037424538243757,0.5568181818181818,0.43537414965986393,1.1054421768707483,0.24149659863945577,0.4318181818181818,47.54442084878934
2001,12,False,False,20,Maryland,37,Big Ten,1.0128113367742064,-1.457,68.8,,,,1.6352459016393444,0.6967213114754098,1.2969385352016987,0.04306143168366129,0.4912959381044487,0.39763779527559057,-0.07608695652173914,0.7428571428571429,-0.1413650618418142,0.6867108022153801,-0.2336261124784294,0.47195357833655704,0.36065573770491804,0.75,0.319672131147541,0.3655705996131528,-73.08573697221793,0.9636530732173363,1.459,69.3,,,,2.7912162162162164,0.652027027027027,1.5273648302523117,0.09716012858669133,0.40304182509505704,0.3584905660377358,-0.16091954022988506,0.7209302325581395,-0.002556780578545778,0.6153433696835304,-0.025533872862252782,0.5627376425855514,0.4155405405405405,0.8716216216216216,0.20945945945945946,0.37832699619771865,-1.3448665843150793,1.0449591047057678,-1.505,68.6,,,,2.4936305732484074,0.6242038216560509,1.4026220777432252,0.1482694322578138,0.40669014084507044,0.39826839826839827,0.0,0.6428571428571429,0.001330194315158641,0.7752460430709638,-0.06733673458840476,0.5528169014084507,0.3885350318471338,1.0382165605095541,0.24203821656050956,0.3767605633802817,0.7555503710101081,1.0146240046734112,1.42,70.1,,,,2.6766666666666667,0.8939393939393939,1.2540040134196773,0.21763404271961287,0.4169435215946844,0.46215139442231074,-0.07142857142857142,0.7948717948717948,0.07309715364882811,0.821790108738919,0.007420883301570996,0.5481727574750831,0.43636363636363634,1.096969696969697,0.24545454545454545,0.4318936877076412,44.00448649659453
2001,13,False,False,15,South Carolina,20,SEC,0.9732077806446847,-1.52,67.7,,,,2.859025787965616,0.7020057306590258,1.290699231006361,0.12433323371490686,0.41812400635930047,0.41064638783269963,-0.0707070707070707,0.6444444444444445,0.003074145255825993,0.7114591040106311,-0.028470489541906348,0.5548489666136724,0.3753581661891118,0.7908309455587392,0.18624641833810887,0.3799682034976153,1.9336373659145496,0.9823973933448763,1.582,68.2,,,,2.920983606557377,1.019672131147541,1.3321969174432537,0.020528618851690272,0.3942652329749104,0.35454545454545455,0.0,0.6666666666666666,-0.029788994247113718,0.7708907043551597,0.016198970466508426,0.546594982078853,0.42295081967213116,1.118032786885246,0.24262295081967214,0.3709677419354839,-16.622258789889454,1.0449591047057678,-1.505,68.6,,,,2.4936305732484074,0.6242038216560509,1.4026220777432252,0.1482694322578138,0.40669014084507044,0.39826839826839827,0.0,0.6428571428571429,0.001330194315158641,0.7752460430709638,-0.06733673458840476,0.5528169014084507,0.3885350318471338,1.0382165605095541,0.24203821656050956,0.3767605633802817,0.7555503710101081,1.0146240046734112,1.42,70.1,,,,2.6766666666666667,0.8939393939393939,1.2540040134196773,0.21763404271961287,0.4169435215946844,0.46215139442231074,-0.07142857142857142,0.7948717948717948,0.07309715364882811,0.821790108738919,0.007420883301570996,0.5481727574750831,0.43636363636363634,1.096969696969697,0.24545454545454545,0.4318936877076412,44.00448649659453
2001,15,True,True,59,Duke,31,ACC,0.9986689786086296,-1.972,62.7,,,,2.7092039800995025,1.345771144278607,1.2764165936656853,0.0955311700921908,0.3883357041251778,0.3772893772893773,-0.1111111111111111,0.6274509803921569,-0.01769501109943388,0.8252871340578615,-0.0213465350336996,0.5718349928876245,0.41044776119402987,1.0298507462686568,0.236318407960199,0.3812233285917496,-12.439592802902018,0.9687805876307292,1.342,70.5,,,,2.148753462603878,0.39058171745152354,1.3683219962975495,0.020750982487346675,0.4842105263157895,0.3641304347826087,0.0,0.6176470588235294,-0.14150876794424258,0.5721987449540336,-0.21413850168597415,0.475,0.3739612188365651,0.7617728531855956,0.2631578947368421,0.3539473684210526,-107.54666363762435,1.0043212569003455,-1.555,67.8,,,,2.56508875739645,0.6538461538461539,1.3182909374244691,0.07514651067916263,0.44122137404580153,0.3771626297577855,0.0,0.6363636363636364,-0.03839946751480099,0.7430793089833264,-0.06914806271877023,0.516030534351145,0.3875739644970414,1.0443786982248522,0.23372781065088757,0.366412213740458,-25.15165122219465,0.9842044607017947,1.514,68.7,,,,2.7769647696476967,1.043360433604336,1.2353118055391508,0.16139969343973842,0.41839762611275966,0.4397163120567376,-0.061946902654867256,0.7777777777777778,0.054092359247124536,0.7954934863997815,0.02213149174554243,0.5474777448071216,0.44715447154471544,1.1382113821138211,0.23306233062330622,0.4287833827893175,36.458250132561936
